Card                            Price StdDev Average  High    Low   Change Raw N
----                            ----- ------ ------- ------- ------ ------ -----
Laccolith Titan,                 0.66,  0.33,   0.66,   0.99,   0.33,  0.00,   2
Laccolith Warrior,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Laccolith Whelp,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lace with Moonglove,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lady Caleria,                    3.96,  0.77,   4.34,   5.49,   3.38,  0.00,   4
Lady Evangela,                   4.50,  0.71,   4.00,   4.50,   2.99,  0.00,   3
Lady Orca,                       0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Lady Sun,                       13.50,  0.00,  13.50,  13.50,  13.50,  0.00,   1
Lairwatch Giant,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Lake of the Dead (AL),           4.59,  2.02,   4.55,  10.07,   0.99,  0.16,  41
Lammastide Weave,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lance,                           0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Lance (A),                       0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lance (B),                       0.99,  0.00,   0.99,   0.99,   0.99, -0.62,   1
Lance (U),                       0.28,  0.20,   0.28,   0.58,   0.01,  0.00,   4
Lancers en-Kor,                  0.21,  0.04,   0.21,   0.25,   0.17,  0.00,   2
Land Cap,                        0.62,  0.63,   0.89,   1.95,   0.25,  0.00,   5
Land Equilibrium,               10.69,  5.58,   9.77,  19.99,   0.99,  0.00,   8
Land Grant,                      0.63,  0.36,   0.63,   1.25,   0.25,  0.00,  12
Land Leeches (4th),              0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Land Leeches (DK),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Land Tax (4th),                  3.78,  2.08,   4.13,   9.19,   0.99, -0.11,  35
Land Tax (LE),                   6.07,  2.92,   5.59,  10.00,   0.99, -0.00,  11
Land's Edge (CH),                1.17,  0.61,   1.17,   2.00,   0.57,  0.00,   3
Land's Edge (LE),                0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Landbind Ritual,                 0.24,  0.12,   0.24,   0.56,   0.03,  0.00,  19
Landfill,                        1.79,  0.00,   1.79,   1.79,   1.79,  0.00,   1
Landslide,                       0.28,  0.00,   0.28,   0.29,   0.28,  0.00,   2
Lantern Kami,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lantern of Insight,              0.28,  0.02,   0.28,   0.30,   0.25, -0.00,   2
Lantern-Lit Graveyard,           0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Lapis Lazuli Talisman,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lapse of Certainty,              0.29,  0.06,   0.29,   0.38,   0.25,  0.00,   3
Laquatus's Champion (PRE),       2.26,  0.00,   2.26,   2.26,   2.26,  0.00,   1
Laquatus's Champion (TOR),       1.65,  1.55,   2.17,   4.72,   0.31, -0.00,  17
Laquatus's Creativity,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Laquatus's Disdain,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Larceny (8th),                   0.59,  0.30,   0.59,   0.99,   0.28,  0.00,   3
Larceny (MM),                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lash Out,                        0.29,  0.09,   0.29,   0.50,   0.25,  0.00,   6
Lashknife,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lashknife Barrier,               0.23,  0.03,   0.23,   0.26,   0.20, -0.00,   2
Last Breath (SHM),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Last Caress,                     0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Last Chance (PT),                0.90,  0.00,   0.90,   0.90,   0.90,  0.00,   1
Last Chance (ST1),               4.00,  0.00,   4.00,   4.00,   4.00,  0.00,   1
Last Gasp,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Last Laugh,                      0.51,  0.35,   0.51,   1.00,   0.01,  0.00,   4
Last Rites,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Last Stand,                      0.62,  0.36,   0.62,   1.00,   0.01,  0.00,   7
Last Word,                       0.64,  0.32,   0.64,   1.00,   0.08, -0.03,  13
Last-Ditch Effort,               0.27,  0.01,   0.27,   0.28,   0.26, -0.00,   2
Lat-Nam's Legacy,                0.33,  0.13,   0.33,   0.50,   0.19,  0.00,   3
Latchkey Faerie,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   5
Latulla's Orders,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Latulla, Keldon Overseer,        0.75,  0.25,   0.75,   0.99,   0.50, -0.00,   2
Launch,                          0.25,  0.00,   0.25,   0.25,   0.25, -10.25,   1
Lava Axe (10th),                 0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Lava Axe (7th),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lava Axe (8th),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lava Axe (9th),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lava Axe (M10),                  0.46,  0.32,   0.46,   1.14,   0.25,  0.00,   6
Lava Axe (PT),                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lava Axe (UL),                   0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lava Blister,                    0.62,  0.38,   0.62,   1.00,   0.25,  0.00,   2
Lava Burst,                      1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Lava Dart,                       0.20,  0.11,   0.20,   0.31,   0.09,  0.00,   2
Lava Flow,                       0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Lava Hounds (8th),               0.62,  0.38,   0.62,   1.00,   0.25,  0.00,   2
Lava Hounds (WL),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lava Runner,                     1.18,  0.33,   1.18,   1.72,   0.88,  0.00,   7
Lava Spike,                      0.80,  0.29,   0.80,   1.14,   0.07,  0.00,  11
Lava Storm,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lava Tubes,                      0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Lava Zombie,                     0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Lavaball Trap,                   0.33,  0.19,   0.33,   1.00,   0.01,  0.00, 312
Lavaborn Muse (10th),            0.44,  0.18,   0.44,   0.73,   0.25, -0.00,   5
Lavaborn Muse (LGN),             0.87,  0.12,   0.87,   0.99,   0.75, -0.04,   2
Lavacore Elemental,              0.27,  0.02,   0.27,   0.29,   0.25, -0.00,   2
Lavalanche,                      0.67,  0.47,   0.74,   2.00,   0.01, -0.00,  52
Lavamancer's Skill,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lawbringer,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lay Waste (ONS),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Lay Waste (UZ),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lay of the Land,                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lead Astray,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lead Golem (6th),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lead Golem (MI),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lead-Belly Chimera,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leaden Fists,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Leaden Myr,                      0.30,  0.00,   0.30,   0.30,   0.30,  0.00,   1
Leaf Dancer,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leaf Gilder,                     0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Leaf-Crowned Elder,              1.03,  0.77,   1.21,   2.97,   0.01, -0.00,  31
Leafdrake Roost,                 0.37,  0.12,   0.37,   0.49,   0.25,  0.00,   2
Leap,                            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leap of Flame,                   0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Leaping Lizard,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leashling,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leave No Trace,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leech Bonder,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Leeches,                         1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Leeching Licid,                  0.21,  0.04,   0.21,   0.25,   0.17,  0.00,   2
Leechridden Swamp,               0.35,  0.11,   0.35,   0.50,   0.25, -0.00,   3
Leering Emblem,                  0.79,  0.66,   0.93,   2.75,   0.15, -0.00,  14
Leering Gargoyle,                0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Leery Fogbeast,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Legacy Weapon (10th),            0.85,  0.43,   0.85,   1.67,   0.01,  0.02,  15
Legacy Weapon (AP),              0.73,  0.39,   0.73,   1.00,   0.06,  0.00,   4
Legacy's Allure,                 0.31,  0.77,   0.70,   2.23,   0.25,  0.00,   5
Legerdemain,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Legions of Lim-Dul,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leonin Abunas,                   0.80,  0.57,   1.01,   2.25,   0.50,  0.08,   7
Leonin Armorguard,               0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Leonin Battlemage,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leonin Bladetrap,                0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Leonin Bola,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leonin Den-Guard,                0.22,  0.04,   0.22,   0.26,   0.17, -0.00,   2
Leonin Elder,                    0.30,  0.00,   0.30,   0.30,   0.30,  0.00,   1
Leonin Scimitar (10th),          0.48,  0.26,   0.48,   1.00,   0.25, -0.00,   6
Leonin Scimitar (MRD),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leonin Shikari,                  1.10,  0.43,   1.10,   1.75,   0.50,  0.12,   6
Leonin Skyhunter (9th),          0.38,  0.22,   0.38,   0.66,   0.10, -0.00,   4
Leonin Skyhunter (MRD),          0.36,  0.13,   0.36,   0.56,   0.25, -0.00,   4
Leonin Squire,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leonin Sun Standard,             0.75,  0.25,   0.75,   1.00,   0.49, -0.05,   4
Leshrac's Rite (5th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leshrac's Rite (6th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leshrac's Rite (7th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leshrac's Rite (IA),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Leshrac's Sigil,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lesser Gargadon (8th),           0.26,  0.02,   0.26,   0.28,   0.25,  0.00,   2
Lesser Gargadon (PR),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lesser Werewolf,                 1.00,  0.01,   1.00,   1.00,   0.99, -0.00,   2
Lethal Vapors,                   0.70,  0.43,   0.70,   1.44,   0.01, -0.02,  10
Lethargy Trap,                   0.29,  0.13,   0.29,   0.56,   0.12,  0.00,   6
Letter Bomb,                     0.69,  0.31,   0.69,   1.00,   0.38,  0.00,   2
Leveler,                         0.62,  0.21,   0.62,   0.99,   0.49,  0.00,   4
Leviathan,                       0.65,  1.07,   0.99,   4.00,   0.25,  0.00,  10
Leviathan (4th),                 0.56,  0.11,   0.56,   0.75,   0.48, -0.00,   4
Leviathan (5th),                 0.49,  0.01,   0.49,   0.50,   0.48,  0.00,   2
Leviathan (DK),                  1.00,  0.70,   1.00,   1.99,   0.01, -0.00,   4
Levitation (7th),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Levitation (9th),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Levitation (M10),                0.27,  0.07,   0.27,   0.56,   0.25,  0.00,  18
Levitation (UL),                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lexivore,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Ley Druid (5th),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Ley Druid (9th),                 1.02,  0.47,   1.02,   1.70,   0.38, -0.00,   4
Ley Druid (A),                   1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Ley Druid (B),                   0.99,  0.00,   0.99,   0.99,   0.99, -0.64,   1
Ley Druid (RV),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Ley Druid (U),                   0.54,  0.39,   0.54,   1.10,   0.25,  0.00,   3
Ley Line,                        0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Leyline of Lifeforce,            0.57,  0.34,   0.57,   1.33,   0.25, -0.00,  12
Leyline of Lightning,            0.69,  0.37,   0.69,   1.33,   0.25, -0.03,   9
Leyline of Singularity,          0.54,  0.35,   0.54,   1.33,   0.01,  0.00,  17
Leyline of the Meek,             0.52,  0.31,   0.52,   1.00,   0.25,  0.00,   4
Leyline of the Void,             4.72,  2.76,   4.88,   7.93,   0.99,  0.05,  50
Lhurgoyf (5th),                  1.11,  0.10,   1.11,   1.25,   1.00,  0.00,   3
Lhurgoyf (8th),                  0.89,  0.13,   0.89,   1.00,   0.68,  0.00,   4
Lhurgoyf (IA),                   0.19,  0.60,   0.46,   1.50,   0.01,  0.00,   5
Liability,                       1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Liar's Pendulum,                 0.52,  0.34,   0.52,   0.99,   0.25, -0.11,   3
Liberate,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Liberated Dwarf,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Library of Alexandria,         144.46, 30.79, 152.84, 217.75, 100.00, -1.47,  24
Library of Lat-Nam (6th),        0.50,  0.65,   0.87,   2.00,   0.48, -0.00,   4
Library of Lat-Nam (AL),         0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Library of Leng (4th),           0.48,  0.29,   0.48,   0.99,   0.27, -0.10,   4
Library of Leng (5th),           0.32,  0.83,   0.69,   2.54,   0.25, -0.00,   6
Library of Leng (A),             2.25,  0.00,   2.25,   2.25,   2.25,  0.00,   1
Library of Leng (B),             3.25,  0.00,   3.25,   3.25,   3.25,  0.00,   1
Library of Leng (RV),            0.38,  0.31,   0.38,   0.99,   0.01, -0.00,   6
Library of Leng (U),             1.56,  0.00,   1.56,   1.56,   1.56,  0.00,   1
Lich,                           14.84, 10.63,  13.36,  39.99,   0.25,  0.00,  12
Lich (A),                       32.99,  0.00,  32.99,  32.99,  32.99,  0.00,   1
Lich (B),                       40.40, 18.71,  43.72,  83.00,  23.27,  3.41,  10
Lich Lord of Unx,                0.83,  0.38,   0.86,   1.99,   0.25,  0.00,  45
Lich's Mirror,                   0.77,  0.86,   1.06,   3.80,   0.25, -0.01,  46
Lich's Tomb,                     0.55,  0.00,   0.55,   0.55,   0.55,  0.00,   1
Lichenthrope,                    1.05,  0.42,   1.05,   1.59,   0.56, -0.00,   3
Liege of the Axe,                0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Liege of the Hollows,            1.01,  0.43,   1.01,   1.45,   0.50,  0.00,   4
Liege of the Pit,                0.31,  0.11,   0.31,   0.50,   0.25,  0.00,   4
Lieutenant Kirtar,               1.24,  0.22,   1.24,   1.50,   0.99,  0.00,   6
Life Burst,                      0.20,  0.08,   0.20,   0.28,   0.12,  0.00,   2
Life Chisel,                     0.52,  0.19,   0.52,   0.68,   0.25, -0.00,   3
Life Matrix,                     2.82,  0.61,   3.17,   4.24,   2.82,  0.00,   4
Life and Limb,                   0.57,  0.27,   0.57,   1.00,   0.27, -0.00,   4
Life from the Loam,              4.11,  1.45,   4.02,   6.93,   0.99, -0.00,  53
Life/Death,                      0.35,  0.23,   0.35,   0.75,   0.06,  0.00,   5
Lifeblood,                       2.29,  0.29,   2.29,   2.66,   1.94, -0.00,   3
Lifeforce,                       0.39,  0.10,   0.39,   0.49,   0.29,  0.00,   2
Lifeforce (4th),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lifeforce (B),                   2.50,  0.00,   2.50,   2.50,   2.50, -0.39,   1
Lifeforce (RV),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lifeforce (U),                   0.52,  0.37,   0.52,   1.05,   0.25,  0.00,   3
Lifegift,                        1.18,  0.26,   1.18,   1.45,   0.86,  0.04,   4
Lifelace (4th),                  0.72,  0.99,   1.14,   3.24,   0.25, -0.00,   6
Lifelace (A),                   19.99,  0.00,  19.99,  19.99,  19.99,  0.00,   1
Lifelace (B),                    0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Lifelace (RV),                   0.39,  0.29,   0.39,   0.75,   0.01,  0.00,   4
Lifeline,                        3.99,  1.70,   3.93,   6.25,   1.00,  0.00,  12
Lifelink,                        0.41,  0.16,   0.41,   0.56,   0.25, -0.00,   2
Lifespark Spellbomb,             0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lifespinner,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lifetap (5th),                   0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lifetap (A),                     0.83,  1.64,   1.74,   4.49,   0.49,  0.00,   4
Lifetap (B),                     0.86,  0.28,   0.86,   1.14,   0.58,  0.00,   2
Lifetap (RV),                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lifetap (U),                     0.39,  0.19,   0.39,   0.66,   0.25,  0.00,   3
Lifted by Clouds,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Light from Within,               1.49,  0.74,   1.63,   3.00,   0.57, -0.02,  25
Light of Day (6th),              0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Light of Day (TE),               0.41,  0.16,   0.41,   0.56,   0.25, -0.00,   2
Light of Sanction,               0.30,  0.13,   0.30,   0.56,   0.19,  0.00,   5
Lightbringer,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Angel (AP),            1.35,  0.43,   1.35,   2.20,   0.58, -0.00,   8
Lightning Angel (TSB),           0.81,  0.51,   0.93,   2.25,   0.25, -0.01,  32
Lightning Axe,                   0.50,  0.35,   0.50,   1.00,   0.25,  0.00,   3
Lightning Blast (6th),           0.21,  0.15,   0.21,   0.36,   0.01, -0.00,   3
Lightning Blast (7th),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Lightning Blast (8th),           0.26,  0.13,   0.26,   0.42,   0.11,  0.00,   3
Lightning Blast (TE),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Blow,                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lightning Bolt (4th),            0.77,  0.63,   0.95,   2.50,   0.25, -0.00,  42
Lightning Bolt (A),             13.14,  1.77,  13.63,  17.49,  11.90,  0.00,   9
Lightning Bolt (B),             12.19, 12.09,  15.79,  50.00,   0.56,  0.17,  15
Lightning Bolt (LTD),            0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Lightning Bolt (M10),            0.79,  1.59,   1.01,   7.88,   0.12,  0.02, 196
Lightning Bolt (MED),           23.13, 22.87,  23.13,  46.00,   0.26,  0.00,   2
Lightning Bolt (RV),             0.80,  0.82,   1.15,   3.00,   0.25,  0.00,  46
Lightning Bolt (U),              1.36,  0.60,   1.21,   2.13,   0.01,  0.00,   9
Lightning Cloud,                 0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Lightning Coils,                 0.65,  0.68,   0.91,   2.25,   0.15, -0.05,   6
Lightning Crafter,               0.63,  0.37,   0.63,   1.25,   0.25, -0.00,  23
Lightning Dart,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Dragon (PRE),          6.45,  4.77,   6.45,  11.22,   1.68,  0.00,   2
Lightning Dragon (UZ),           4.39,  1.35,   3.97,   5.43,   1.08,  0.23,   8
Lightning Elemental (10th),      0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Lightning Elemental (7th),       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Elemental (8th),       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Elemental (9th),       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lightning Elemental (M10),       0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Lightning Elemental (TE),        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lightning Greaves,               2.49,  0.81,   2.49,   3.94,   0.52,  0.00,  27
Lightning Helix,                 1.61,  2.20,   2.02,   5.00,   0.49,  0.00,  52
Lightning Hounds,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Reaver,                0.54,  0.29,   0.54,   1.06,   0.25, -0.00,  51
Lightning Reflexes,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lightning Rift (ONS),            0.24,  0.02,   0.24,   0.25,   0.19,  0.00,   6
Lightning Serpent,               1.31,  0.58,   1.38,   2.44,   0.44, -0.06,  16
Lightning Storm,                 0.38,  0.12,   0.38,   0.50,   0.25, -0.00,   2
Lightning Surge,                 0.50,  0.50,   0.50,   1.00,   0.01,  0.00,   2
Lightning Talons,                0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Lightwielder Paladin,            0.32,  0.18,   0.32,   1.00,   0.05, -0.01,  99
Lignify,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Liliana Vess (LRW),              4.26,  1.27,   4.23,   8.99,   0.25,  0.00,  51
Liliana Vess (M10),              4.11,  1.36,   4.43,   9.99,   0.99, -0.01, 289
Lilting Refrain,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lim-Dul the Necromancer,         0.51,  0.18,   0.51,   0.75,   0.25,  0.00,   4
Lim-Dul's Cohort,                0.23,  0.02,   0.23,   0.25,   0.20,  0.00,   3
Lim-Dul's Hex,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Lim-Dul's High Guard,            0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   2
Lim-Dul's Paladin,               0.62,  0.37,   0.62,   0.99,   0.26,  0.00,   2
Lim-Dul's Vault (AL),            0.68,  0.39,   0.75,   1.89,   0.25, -0.02,  18
Limestone Golem,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Limited Resources,               1.01,  0.41,   1.01,   1.50,   0.33,  0.00,   6
Lin Sivvi, Defiant Hero,         1.25,  0.92,   1.43,   3.24,   0.25,  0.16,  12
Linessa, Zephyr Mage,            0.56,  0.37,   0.56,   1.14,   0.25,  0.00,  11
Lingering Death,                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Lingering Mirage,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lingering Tormentor,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Lion's Eye Diamond,             21.45,  4.71,  21.57,  29.99,   5.58,  0.14,  77
Lionheart Maverick,              0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Liquid Fire,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Liquify,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lithatog,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Lithophage,                      1.25,  0.75,   1.25,   2.00,   0.50,  0.00,   2
Liu Bei, Lord of Shu,            5.30,  1.85,   4.44,   6.00,   0.99,  0.00,   5
Living Airship,                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Living Armor (CH),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Armor (DK),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Artifact (4th),           0.30,  0.15,   0.30,   0.48,   0.06, -0.00,   4
Living Artifact (5th),           0.69,  2.26,   1.81,   6.29,   0.28,  0.00,   5
Living Artifact (A),             4.86,  0.00,   4.86,   4.86,   4.86,  0.00,   1
Living Artifact (B),            12.74,  3.01,  12.63,  16.98,   7.86,  0.80,   6
Living Artifact (RV),            0.31,  0.25,   0.31,   0.57,   0.06,  0.00,   2
Living Artifact (U),             1.50,  0.00,   1.50,   1.50,   1.50,  0.00,   1
Living Death (TE),               4.08,  1.63,   4.19,   7.82,   0.99, -0.00,  29
Living End,                      0.59,  0.22,   0.59,   0.99,   0.33, -0.04,   9
Living Hive,                     0.75,  0.25,   0.75,   1.00,   0.50,  0.00,   4
Living Inferno,                  0.32,  0.10,   0.32,   0.50,   0.25, -0.00,   5
Living Lands (4th),              0.59,  0.29,   0.59,   0.99,   0.30,  0.00,   3
Living Lands (5th),              0.49,  0.01,   0.49,   0.50,   0.48,  0.00,   2
Living Lands (6th),              0.66,  0.24,   0.66,   0.99,   0.48, -0.00,   3
Living Lands (B),               14.99,  3.73,  13.96,  17.99,   7.86,  1.74,   4
Living Lands (RV),               0.38,  0.21,   0.38,   0.57,   0.08, -0.00,   3
Living Lands (U),                1.50,  0.00,   1.50,   1.50,   1.50,  0.00,   3
Living Plane,                    5.18,  1.13,   5.18,   5.99,   3.25,  0.01,   4
Living Terrain (8th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Living Terrain (PR),             0.29,  0.00,   0.29,   0.29,   0.29,  0.00,   1
Living Tsunami,                  0.23,  0.13,   0.23,   0.56,   0.03,  0.00,  27
Living Wall (A),                 0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Living Wall (B),                 1.41,  0.60,   1.41,   2.26,   0.99,  0.04,   3
Living Wall (RV),                0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Living Wall (U),                 1.02,  0.04,   1.02,   1.10,   1.00,  0.00,   4
Living Wish,                     2.52,  1.93,   2.95,   8.93,   0.25, -0.00,  35
Livonya Silone,                  5.45,  0.16,   5.45,   5.62,   5.29,  0.01,   2
Llanowar Augur,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Llanowar Behemoth (8th),         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Behemoth (9th),         0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Llanowar Behemoth (WL),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Cavalry,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Llanowar Dead,                   0.30,  0.00,   0.30,   0.30,   0.30,  0.00,   1
Llanowar Druid,                  0.33,  0.09,   0.33,   0.42,   0.25,  0.00,   2
Llanowar Elite,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Llanowar Elves (10th),           0.89,  0.24,   0.89,   1.00,   0.25, -0.00,  10
Llanowar Elves (4th),            0.39,  0.12,   0.39,   0.50,   0.25,  0.00,   5
Llanowar Elves (5th),            0.40,  0.15,   0.40,   0.55,   0.25,  0.00,   2
Llanowar Elves (6th),            0.51,  0.04,   0.51,   0.55,   0.48,  0.00,   2
Llanowar Elves (7th),            0.87,  0.23,   0.87,   1.00,   0.48,  0.00,   4
Llanowar Elves (9th),            0.69,  0.38,   0.69,   1.00,   0.04,  0.00,   5
Llanowar Elves (A),              7.62,  2.23,   8.65,  11.72,   6.00,  0.00,   4
